city	country	description	location	state	state_abbrev	longitude	latitude	city_longitude	city_latitude	haunted_places_date
Clinton Township	United States	There have been several acts of violence here. About 20 years ago a man escaped from a mental home and broke into the front office. In the process he broke several windows, trashed the place, slit his wrists and neck, and was found by the sales staff in the morning wrapped in a blanket talking to himself. He did not die but it was a very violent experience. 10 or so years ago a man was distressed over losing his parents and shot himself in the head overnight on top of his parent s grave. Several of the grounds crew have seen a man dematerialize in the same area a few times. This was in the summit hill garden which is the oldest garden in the cemetery. In the day or night there can be an overwhelming feeling of being watched. About 6 or 7 years ago there was a sales manager who quit after seeing an Indian in the sales office walk thru a wall. There is also a story not verified that a police officer shot a teenager on the grounds and the boy died and was buried there. In the months following the cop went mad and one night was caught wearing camouflage and face paint digging up the boy that he killed. There have also been a few graves that people have tried to dig up but have failed since the vault lids are VERY heavy. Whispers and screams have been heard.	Cadillac Memorial Gardens East	Michigan	MI	-82.9564118	42.5811627	-82.9195514	42.5868882	2025/02/20
Clinton Township	United States	In the Spring, Summer, and sometimes early Fall, some of the streets will have fog only at the end of them, and there will be Shadows of teenager looking people walking down the middle of the street. Also, sometimes if you cross the middle of the streets you feel a temperature drop repeatedly.	Chateau Clinton Trailer Park	Michigan	MI	-82.9707913	42.5764741	-82.9195514	42.5868882	2025/01/01
Clinton County	United States	R.B.W. (Rodney B. Wilson) - People have said to hear a noise from the hall ways like a drum beating after closing hours when only the janitors are there.	St. Johns	Michigan	MI	-84.55915209999999	43.001143	-84.5222189	42.9663458	2025/01/01
Clinton County	United States	Cemetery on Forest Hill Road - Witnesses claim to have taken tons of pictures of orbs here.	St. Johns/Clinton County	Michigan	MI	-84.55915209999999	43.001143	-84.5222189	42.9663458	2025/01/01
Clinton Township	United States	During The Night Here, You Can See Ghosts Of People who were killed by the train. And when you walk around the park at night you can see black figures in the wood line at the back of the park. And You Can Also See Ghosts Of Animals. Legend is that this park was built on old cemetery that was there in the 1800's.	Rudgate Manufactured Home Park	Michigan	MI	-82.91593259999999	42.57925609999999	-82.9195514	42.5868882	1800/01/01
Clyde township	United States	They say that if you go to the end of Shoefelt road at about midnight on Friday nights you will here an old hunter shooting his gun off, because the old man used to hunt out there a lot and then he died and he doesn't like it when people hunt or have fun on his hunting spot so he will scare you off by shooting his gun and than walking around by your car hollering.	Shoefelt Rd	Michigan	MI	-82.56376	43.0362674	-82.5834947	43.0313165	2025/02/28
Cockeysville	United States	Built over a cemetery where odd things always seem to occur. There is a Haunted House and Haunted Hayride in October, which seems eerie because the real ghost isn't in costumes, but it is a great place to go for scares!	Padonia Park Club	Michigan	MI	-76.671167	39.4536423			2025/10/24
Coldwater	United States	haunted by the ghosts 2 children who are seen on the stairs.	Halstead House	Michigan	MI			-85.00052149999999	41.9403263	2025/02/02
Coldwater	United States	"On the end of a deep, wide ,circular pit is a mausoleum. It is painted green, vines have long since overgrown the name and front. Pictures taken on three different days and times (lighting) all show a ""mist"" in the top corner. One the shape of two figures is clearly visible. Vandals have written, ""meg lives"" on the ground in front and a pentagram in red on the door. A deep sense of unease is felt in this circle. This is located in the old section of the cemetery, you get a very strange feeling as you walk through it."	Oak Hill Cemetery	Michigan	MI	-85.17774469999999	42.3062055	-85.00052149999999	41.9403263	2025/01/01
Croton	United States	There was a young boy in the 1970's who was fishing at the top of Croton Dam. He slipped and fell in the turbines, and was killed. Several fishermen have claimed they have seen the boy walking at the top of the dam sobbing. Most sightings have been in the early morning before sunrise. The boy's figure is illuminated by the lights at the top of the dam, and he is said to be walking about ten feet above the wall. The fisherman of the community seem to believe he is a sign of good luck, who ever spots him seems to have a prosperous day.	Croton Dam	Michigan	MI	-85.66338909999999	43.437111	-85.62292959999999	43.4194319	1970/01/01
Cranbrooke campus	United States	There is a legend that a little girl died in one of the attics in the building.Witnesses have seen a little girl standing on a fire escape looking at them. She couldn't have been a human, because it was summer and the only people there were us kids from the camp. The fire escape wasnt all the way down, so she couldn't have gotten there from the ground. Reports of feeling the need to get out fast.	the elementary school	Michigan	MI	-83.24118059999999	42.5770046	-83.24118059999999	42.5770046	2025/01/01
Crystal Falls	United States	In the late 1800's when iron ore mining was in its prime, a group of 27 miners were killed when the mine caved in and drowned them. People who live close by can sometimes hear screaming and noises like someone was hitting a pick against a rock. Apparitions can be seen in and around the water where the mine filled with water. Lights of the mining helmets are seen coming from below the water.	Mansfield mine cave-in	Michigan	MI			-88.3340242	46.0980066	1800/01/01
Dansville	United States	Along time ago, there was a lady who lived 2 miles back on Seven Gables Road. She was involved in witchcraft, and she put a curse on Seven Gables road. IF you heard someone scream, The last person to jump over the fence would die. a few years later, she forgot all about the curse, and she heard a baby scream, then she jumped over the fence and 2 months later she was dead. 25 years after, a man, his wife and his 2 kids, moved into that same house, The man went Mentally insane, burned down the house with his family inside, grabbed a shot gun, when down the road planning to shoot himself in the head. Instead he found a rope on a tree and hung himself. Now they say that the witch haunts seven gables, she doesn't want anyone there, Every person that has attempted to go to seven gables have taken Williamston road and either died by a car accident or almost died. No one know why. Trust me we know.	Seven Gables	Michigan	MI	-84.3172743	42.5293347	-84.3033013	42.555869	0100/02/24
